"BehaviorSpace results (NetLogo 6.1.0)"
"QVoting with Polling.nlogo"
"does-polling-converge"
"08/06/2019 10:32:16:004 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-32","32","-32","32"
"[run number]","number-of-voters","proportion-of-strategic-voters","vote-portion-strategic","number-of-issues","poll-response-rate","utility-distribution","[step]","poll","total-utility-gain","maximal-utility?"
"5465","1500","0.7","1","5","1","Normal mean = 0","50","[15.67695272256252 2.052407903857595 4.847566973247543 -3.233767512740981 10.654993381650263]","[-4.029452330065885 -0.6490137156127412 12.1983265216038 0.6102239618492302 -6.454307080974671]","false"
"5469","1500","0.7","1","5","1","Normal mean = 0","50","[-21.559951887483777 -8.748328609038667 -4.006903592312968 -9.0244415541838 -18.60783709648349]","[11.087847926279913 0.31489412221925417 3.3124319969794476 -2.4302927128344067 14.730336137710868]","false"
"5471","1500","0.7","1","5","1","Normal mean = 0","50","[33.121771253806365 -19.179717329807993 6.403327642444264 -6.783641417799365 9.561651533305978]","[13.079619775009293 2.967053867995404 14.224795696398976 -2.3288915177974205 10.173470892322289]","false"
"5470","1500","0.7","1","5","1","Normal mean = 0","50","[3.373797577612291 27.447873010172422 22.311566325251288 5.812988462830843 -11.218559315193323]","[-1.918185620903834 1.3048172305188932 6.160395346113009 3.188119483583124 -4.803915294654458]","false"
"5472","1500","0.7","1","5","1","Normal mean = 0","50","[0.9427173522676469 -5.905401766447621 2.5101026913795446 21.30378099277788 -6.091958015535367]","[-8.136139152807504 16.539997765891904 -1.6451598264031995 6.6648262468162836 -7.508188792761641]","false"
"5475","1500","0.7","1","5","1","Normal mean = 0","50","[-5.298011987831641 -6.003890610892884 22.388191134808814 -25.985867633818806 7.908900848020936]","[-3.621754369899648 9.38913387267475 3.025899061295016 1.968817844709321 -6.481590702199614]","false"
"5476","1500","0.7","1","5","1","Normal mean = 0","50","[-1.4739841408649168 -4.171888622793515 1.8383867624378643 -23.652200714565904 -10.224847370874693]","[-0.2638917055644989 7.32111071713639 -23.228591872483207 10.73093267597329 -1.8657730275107491]","false"
"5478","1500","0.7","1","5","1","Normal mean = 0","50","[-0.2834659352813156 -1.7349253323305007 19.04758258816585 -12.535094974162906 -5.420543740092919]","[-10.244426925380239 -0.15408579863407362 2.15469170174546 7.285345829560388 -7.146577998328326]","false"
"5473","1500","0.7","1","5","1","Normal mean = 0","50","[32.39429147297051 1.6809607480895454 -5.1436380250705245 2.3175382508343167 4.466250200831263]","[7.845788799156662 -1.0759496495030403 8.817670090520194 -2.0774541797113755 6.348326220952394]","false"
"5477","1500","0.7","1","5","1","Normal mean = 0","50","[-3.3637313310923633 0.908997183710254 11.693080203248776 46.4851962183869 -15.740980658608969]","[7.339277599421713 0.2595548377998487 -6.0095797029186055 -4.789829389153281 0.9612163740072477]","false"
"5474","1500","0.7","1","5","1","Normal mean = 0","50","[18.607049174740418 -4.5758630164400875 0.7927658207149653 -22.274991862990557 16.232907789101787]","[11.75930024772998 5.293954662230387 -8.965662026136345 4.806955832910989 5.120507173516695]","false"
"5479","1500","0.7","1","5","1","Normal mean = 0","50","[7.10699566366463 0.5457825211302553 9.900527300652083 26.177387981294835 1.8905419186791843]","[2.0210558992471648 4.541498025773485 6.575412281861477 3.9240257913261587 -4.113732319060488]","false"
"5481","1500","0.7","1","5","1","Normal mean = 0","50","[21.61076041814215 14.057487696919111 10.578953578305148 3.655595270310346 14.917718390484016]","[5.8272544612160875 -0.8321265465142965 1.9246037026435292 2.260223268645104 19.341949393151015]","false"
"5480","1500","0.7","1","5","1","Normal mean = 0","50","[-7.037033061215781 46.17344009331756 -3.3158703260397537 -2.4428229666862107 9.31318483982619]","[-1.0369718622006054 -4.004135149312381 2.917643189131256 -0.5172754922084133 -5.698890569766108]","false"
"5482","1500","0.7","1","5","1","Normal mean = 0","50","[1.8845612429382606 2.436791862620335 1.7428167076231518 9.658593964927789 13.940838459420785]","[-3.6848625024546644 12.91644393478634 -0.031241035470434914 2.3506375175724084 9.738920139811027]","false"
"5484","1500","0.7","1","5","1","Normal mean = 0","50","[-5.217540322170248 43.40349742857907 -46.684204357870186 -27.168197694151896 -23.38737989775026]","[-3.948402285548147 -6.756625948143812 -5.474824057414519 6.359714868265567 20.215688910315656]","false"
"5483","1500","0.7","1","5","1","Normal mean = 0","50","[14.533904252269112 4.655811764897144 20.25061061757199 -24.71600946689029 -21.91945651116599]","[8.156836519902837 2.345672399188002 9.68648566373724 3.962270691777059 19.504086137988725]","true"
"5485","1500","0.7","1","5","1","Normal mean = 0","50","[-22.77980273825513 -5.080291172214176 -3.68349313954976 -50.647353112380365 -0.8027336122901101]","[8.820904149819436 -3.8566306333501084 -1.2311837506916288 0.6779930857053125 -0.28339541938744534]","false"
"5487","1500","0.7","1","5","1","Normal mean = 0","50","[12.585433415802449 -20.78656743586114 7.8226742996806555 -35.764437204924405 17.345760203300642]","[-1.220044788513503 5.097726260084354 3.643248595359172 14.325898230115225 2.0886783562737845]","false"
"5486","1500","0.7","1","5","1","Normal mean = 0","50","[-7.254564557049314 3.7464186490243105 4.4620772574058645 3.180948966897146 -1.7134344931166727]","[6.693294147234727 1.111092546923845 -6.923371501009884 6.602078360567762 2.904541377182216]","false"
"5488","1500","0.7","1","5","1","Normal mean = 0","50","[8.01849284885689 0.3304183712526748 1.6081973286644844 -35.68172533553167 1.0798835869539243]","[-0.5920147197586062 1.1853979202999079 4.731466392562921 10.293230560764322 -13.427877531551932]","false"
"5491","1500","0.7","1","5","1","Normal mean = 0","50","[-76.50280882484816 -30.84279812157956 -17.240873796676222 16.9948737542882 6.059578443853268]","[4.329576009707959 2.3988812109797495 20.585579406085497 23.311655627363383 4.302283127816871]","true"
"5489","1500","0.7","1","5","1","Normal mean = 0","50","[-2.30318624375485 -18.059429333091654 -16.523858638491614 24.669292537025342 8.857941710346433]","[5.294696439890828 -0.1587066308331883 14.523375302657563 7.590459470958636 -0.32145305499499444]","false"
"5490","1500","0.7","1","5","1","Normal mean = 0","50","[1.1957202401668652 -14.469454180147046 10.180016815390433 -22.7072858513195 -8.279403920279842]","[14.700002797067874 4.914493759966008 4.422494047369319 5.554744491378835 -3.1725043760317098]","false"
"5492","1500","0.7","1","5","1","Normal mean = 0","50","[15.877020092284134 -5.327279204927304 10.9128262184301 47.671769636668124 -3.60884494989286]","[-2.985783285498118 -3.226058343596454 -1.8954223120097065 13.669471923463085 -6.06416625492352]","false"
"5493","1500","0.7","1","5","1","Normal mean = 0","50","[13.118367859941063 -27.474328537049665 -29.611063420420813 -15.93325652559001 10.93892606921622]","[4.549580992869183 -2.8121249844301732 4.848320361823311 12.768020251812693 7.454152024153592]","false"
"5494","1500","0.7","1","5","1","Normal mean = 0","50","[-23.516435904697826 1.0669300437674185 13.866181427352652 8.671205758549924 -11.203980797086732]","[3.1088014149158236 -10.498182707385167 -2.6118396894078315 4.394414623574417 3.5241451086958566]","false"
"5495","1500","0.7","1","5","1","Normal mean = 0","50","[-2.6012940449662296 0.35925955337353505 -21.231071112013723 -37.31872678854482 -20.487524341563326]","[-10.288998683436509 3.583992827090015 2.5751840862602418 1.2939106566210479 -7.708653106372783]","false"
"5496","1500","0.7","1","5","1","Normal mean = 0","50","[29.441810477796878 -6.923380781722694 16.442017050595467 8.52817031121203 4.3735852468519125]","[5.332069736030508 -9.053171449975338 9.97870014272437 4.0252793953346195 1.2192914692414754]","false"
"5498","1500","0.7","1","5","1","Normal mean = 0","50","[-16.213254387414032 5.714682944940832 23.40776834591888 2.6880548067558157 10.089343726942083]","[1.4591209671426917 6.839035986818509 2.5587503073064655 19.143721905207446 1.8264145591621024]","true"
"5497","1500","0.7","1","5","1","Normal mean = 0","50","[7.789293350406072 12.02775038127204 -10.19896683418325 13.63383048479049 -11.354487793739501]","[0.31862516559200293 8.938209610590361 -0.5238055806391564 15.259375709228523 2.0072548856554904]","false"
"5499","1500","0.7","1","5","1","Normal mean = 0","50","[-4.215424488361809 -30.92018158962467 -17.36465579194669 23.993683320098842 -7.62430233330618]","[-9.706975814975507 -1.5656259779064499 -2.230087721838188 5.847894685035101 8.114158248097207]","false"
"5500","1500","0.7","1","5","1","Normal mean = 0","50","[6.036795059346096 -5.622965567471597 -18.009439280461653 -20.448924842937075 -19.16378493002837]","[4.185147346573861 -12.870766820861382 11.12039092283377 -0.0208462374287966 9.925609033595993]","false"
"5502","1500","0.7","1","10","1","Normal mean = 0","50","[-19.319697775681945 -0.8528880619624166 -8.605670497628525 -4.862828532147275 1.7814446637347439 -0.1815622338945101 -19.04916278837143 5.792826918066823 -13.38686995619972 -0.6820019985224035]","[11.409356917078826 6.283557620690834 -3.8814377838410463 -1.580331365852815 9.293028443816944 -7.142452086152078 3.692840379036353 -1.6998221121343795 12.969763730103669 -13.555927456481085]","false"
"5501","1500","0.7","1","10","1","Normal mean = 0","50","[-33.143136405246324 -5.8385717684112 14.554999868470835 7.887487593798082 17.839959221105858 13.072246717472261 -1.8368183517101515 6.738697697216464 13.006340289160692 -1.9972337563374072]","[20.990287494334677 -8.035105920972383 9.811128765424016 2.251429990443884 -1.914853078054611 5.395916824825885 -6.752229843145554 12.493758754157724 -2.8199467650498597 -5.919431289413654]","false"
"5504","1500","0.7","1","10","1","Normal mean = 0","50","[-7.507317096979938 -6.792315834355894 -6.143708389165836 -2.846541109936224 -13.285346053808647 13.164400270047107 -7.098190498433184 -17.988840637872197 -1.6294393738440487 -15.651148510820102]","[11.917969193415724 -3.5901962076193548 -9.748033120785747 1.0964334214837927 10.164462324295082 6.264393470299465 1.9484646832348684 1.1578019420638597 -2.3783381906580914 12.171905593165068]","false"
"5503","1500","0.7","1","10","1","Normal mean = 0","50","[-14.905785530897473 14.123112776664627 -1.0798682418653396 3.708670927934939 32.47481406672827 5.479746629626072 -6.057533258953274 19.266087202028764 -4.087353268273116 -4.289129857113582]","[9.491546962272881 4.819208926309209 12.674570151494688 3.1401550288679214 -2.509184824753479 -8.03435929101733 12.582161293999723 10.528749056496947 8.228279530768894 -4.153825630851567]","false"
"5505","1500","0.7","1","10","1","Normal mean = 0","50","[-7.174087947319047 9.776757621384153 -1.4489007252302455 6.713418926791767 -7.544207053879528 4.791430394812981 -0.5600873116879599 -2.0497016487677895 -11.42937792182972 -15.504110479077147]","[11.176109470683787 -1.1873764368706348 -4.641020549434732 15.460798166686622 -3.3322741807009537 -1.574292634109842 6.483307104853205 -1.5565131759833837 1.1367989928741942 5.373871144078627]","false"
"5507","1500","0.7","1","10","1","Normal mean = 0","50","[2.652780995084855 -21.087538594876 9.326156905503634 -18.02827230031872 19.38404897964213 1.0686425225441605 -2.368975156141266 -13.939782714078495 4.717245090783334 -13.674667526464146]","[3.932620384474598 -3.718666351077954 4.715754616607744 5.208748146665464 3.806294562830046 11.874103661780726 9.860245380458332 14.906032607746926 12.276437478449504 10.321021217272019]","false"
"5506","1500","0.7","1","10","1","Normal mean = 0","50","[-9.532140598011669 5.484936106778306 -8.895039737698276 -2.716380330748842 5.5886198401350375 29.1725095683717 -2.100879700235702 -2.0272989916461337 16.19327539950204 -6.5928244069057715]","[6.086783444921377 5.7427559723217305 -3.538967245216561 -2.3732801747505943 -3.711971745360257 -1.6318646562948012 -3.962694586409852 0.8543814757672868 15.67855633701187 3.598856800272176]","false"
"5511","1500","0.7","1","10","1","Normal mean = 0","50","[-37.489311120616165 -2.846414390235589 -1.504131100673572 -1.8006232700755054 6.884468290820611 -0.7817722603781351 15.175458309725148 7.590736014959798 -17.768441762604066 29.63951065571709]","[-4.91657318508029 6.882556193833327 -0.49396208535753877 -1.8324661231106074 2.5272940876109726 5.659751612281142 -0.3356942265898858 5.345349797007983 -2.0774197979134015 8.455015823732738]","false"
"5510","1500","0.7","1","10","1","Normal mean = 0","50","[-6.044200588671265 5.3733694357507185 13.747839931179534 -6.9108508118611445 -5.434848724258765 -3.8075285323689037 2.8422407045520734 -4.8237342780863015 2.3956237650895167 -12.00522213482642]","[7.539336632871219 3.1060905214844183 18.541522657370102 2.8640797734662646 4.9148477486671345 0.8086270322750425 0.37288027223671266 6.9454285254334724 -10.54209132029225 9.670936432452832]","false"
"5509","1500","0.7","1","10","1","Normal mean = 0","50","[-6.917535633230658 8.080564906487814 0.23353891009020178 -6.629652073236684 32.6417411890941 -23.10430465593726 -7.246600934390763 14.857605779036914 4.67396047176182 6.824019355073843]","[5.001346674422027 9.018610967245586 9.944967991980208 10.619634516169596 7.313035103641067 -2.183402409056876 5.346119886667671 8.539884347457411 0.21141684498717164 14.296086367063742]","false"
"5508","1500","0.7","1","10","1","Normal mean = 0","50","[4.098321285984513 -5.337017239149963 9.510462841380509 -6.672521726007897 -7.922168224764638 -34.201859375030914 21.011483557455374 -5.75921142141715 10.461987115360563 12.70174807586548]","[-1.7583181313426062 12.01317567753469 2.180131735179709 8.834586117946671 -1.793164325407384 -1.0367551640859307 14.67358250718858 8.807752095568262 4.685077859624182 7.0507356252332265]","false"
"5512","1500","0.7","1","10","1","Normal mean = 0","50","[-5.257318796464993 -0.28017430505193863 12.792586493948951 4.015068799161982 0.5536562430843794 5.075969681557012 0.931492221031998 -4.823838883032431 -1.7545271253482335 4.009127333845899]","[-5.4370510926152384 -4.753146247760423 7.975764034457136 0.05001100377976264 -5.91861908918727 -12.277668576312589 -1.3812836935958681 1.597139154691077 -3.25699999263001 3.8579695011693738]","false"
"5514","1500","0.7","1","10","1","Normal mean = 0","50","[5.17460616603304 1.8796387391383358 -1.0756042234723153 0.46971430371171013 9.456670303173368 -2.861271014457825 11.90558694776548 -3.773162451567683 -25.1574401774117 8.36504387200216]","[-4.206429377715511 -1.2445059128190736 9.4196387727753 -0.10349762332524147 2.6870966998523196 1.1101623544200454 0.4974695064661079 -1.2829377922982033 -1.1649704580682179 0.4890590054040094]","false"
"5513","1500","0.7","1","10","1","Normal mean = 0","50","[-0.501389122551869 -3.4045242936256983 1.9982504834289678 3.8535219377292655 -28.062488930558395 19.13253694192162 4.567296858481369 9.462800177949442 4.06484947024429 -4.641383974387802]","[9.001377219412307 6.913324798746765 1.2296376303855887 -1.6713977158569298 7.978910155148272 5.657950871948129 11.594850218259264 2.2319611640199035 10.163989379087006 -3.4816801290685406]","false"
"5518","1500","0.7","1","10","1","Normal mean = 0","50","[12.52748676108808 -10.07452355398193 3.686091450630868 -1.8340662823720764 6.699527313804616 9.431152011290171 -30.559316436822897 -2.3920871185203643 21.01079179144006 6.307643428036371]","[-2.778852533826226 -1.9905638074566463 2.417991574662258 3.287266271612334 0.7121921708563301 5.596649169030278 -4.549784538114433 1.1308311231500723 16.497404893507916 2.9129635551036794]","false"
"5515","1500","0.7","1","10","1","Normal mean = 0","50","[-8.789967876788142 -15.56297237480699 17.78933349702514 -4.618409737599255 -8.2688839504393 -5.915720888817601 2.814445353287317 -18.536921757943908 -11.338151623395214 2.964681110451037]","[1.3863049267071195 5.958344695118987 -1.9634026724953235 10.728061409025006 10.365982132132276 2.150907987476653 -10.103000467802177 0.38010225554459026 -5.6040113426298825 13.414483629227886]","false"
